"Name","Position","Name...ID","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn"
"Russell Hansbrough","RB","Russell Hansbrough (7147288)",7147288,3000,"TB@Atl 01:00PM ET","TB","Russell","Hansbrough","Atl",0,0
"Russell Shepard","WR","Russell Shepard (7147474)",7147474,3000,"TB@Atl 01:00PM ET","TB","Russell","Shepard","Atl",0,0
"Russell Wilson","QB","Russell Wilson (7147252)",7147252,7900,"Mia@Sea 04:05PM ET","Sea","Russell","Wilson","Mia",21.57,22.9
"Ryan Fitzpatrick","QB","Ryan Fitzpatrick (7147205)",7147205,6500,"Cin@NYJ 01:00PM ET","NYJ","Ryan","Fitzpatrick","Cin",17.35,15.8
"Ryan Griffin","QB","Ryan Griffin (7147188)",7147188,5000,"TB@Atl 01:00PM ET","TB","Ryan","Griffin","Atl",6.88,5.9
"Ryan Griffin","QB","Ryan Griffin (7147188)",7147188,5000,"TB@Atl 01:00PM ET","TB","Ryan","Griffin","Atl",6.88,0
"Ryan Griffin","TE","Ryan Griffin (7147869)",7147869,2600,"Chi@Hou 01:00PM ET","Hou","Ryan","Griffin","Chi",6.88,5.9
"Ryan Griffin","TE","Ryan Griffin (7147869)",7147869,2600,"Chi@Hou 01:00PM ET","Hou","Ryan","Griffin","Chi",6.88,0
"Ryan Hewitt","TE","Ryan Hewitt (7147818)",7147818,2500,"Cin@NYJ 01:00PM ET","Cin","Ryan","Hewitt","NYJ",0,0
"Ryan Malleck","TE","Ryan Malleck (7147907)",7147907,2500,"NYG@Dal 04:25PM ET","NYG","Ryan","Malleck","Dal",0,0
"Ryan Mallett","QB","Ryan Mallett (7147231)",7147231,5000,"Buf@Bal 01:00PM ET","Bal","Ryan","Mallett","Buf",0,0
"Ryan Mathews","RB","Ryan Mathews (7147310)",7147310,5700,"Cle@Phi 01:00PM ET","Phi","Ryan","Mathews","Cle",14.74,12
"Ryan Nassib","QB","Ryan Nassib (7147260)",7147260,5000,"NYG@Dal 04:25PM ET","NYG","Ryan","Nassib","Dal",0,0
"Ryan O'Malley","TE","Ryan O'Malley (7147838)",7147838,2500,"Oak@NO 01:00PM ET","Oak","Ryan","O'Malley","NO",0,0
"Ryan Tannehill","QB","Ryan Tannehill (7147251)",7147251,5900,"Mia@Sea 04:05PM ET","Mia","Ryan","Tannehill","Sea",14.99,15.2
"Sam Bergen","RB","Sam Bergen (7147297)",7147297,3000,"Min@Ten 01:00PM ET","Ten","Sam","Bergen","Min",0,0
"Sam Bradford","QB","Sam Bradford (7147199)",7147199,6400,"Cle@Phi 01:00PM ET","Phi","Sam","Bradford","Cle",0,0
"Sammy Watkins","WR","Sammy Watkins (7147628)",7147628,6900,"Buf@Bal 01:00PM ET","Buf","Sammy","Watkins","Bal",17.09,16.4
"Scott Tolzien","QB","Scott Tolzien (7147266)",7147266,5000,"Det@Ind 04:25PM ET","Ind","Scott","Tolzien","Det",0,0
"Sean McGrath","TE","Sean McGrath (7147842)",7147842,2500,"SD@KC 01:00PM ET","SD","Sean","McGrath","KC",0,0
"Sean Renfree","QB","Sean Renfree (7147186)",7147186,5000,"TB@Atl 01:00PM ET","Atl","Sean","Renfree","TB",0,0
"Seantavius Jones","WR","Seantavius Jones (7147608)",7147608,3000,"SD@KC 01:00PM ET","KC","Seantavius","Jones","SD",0,0
"Senorise Perry","RB","Senorise Perry (7147389)",7147389,3000,"Chi@Hou 01:00PM ET","Chi","Senorise","Perry","Hou",0,0
"Seth DeValve","TE","Seth DeValve (7147811)",7147811,2500,"Cle@Phi 01:00PM ET","Cle","Seth","DeValve","Phi",0,0
"Seth Roberts","WR","Seth Roberts (7147582)",7147582,3800,"Oak@NO 01:00PM ET","Oak","Seth","Roberts","NO",7.56,6.8
"Shane Vereen","RB","Shane Vereen (7147429)",7147429,3800,"NYG@Dal 04:25PM ET","NYG","Shane","Vereen","Dal",9.89,9.3
"Shane Wynn","WR","Shane Wynn (7147674)",7147674,3000,"GB@Jax 01:00PM ET","Jax","Shane","Wynn","GB",0,0
"Shaq Evans","WR","Shaq Evans (7147663)",7147663,3000,"GB@Jax 01:00PM ET","Jax","Shaq","Evans","GB",0,0
"Shaun Hill","QB","Shaun Hill (7147191)",7147191,5000,"Min@Ten 01:00PM ET","Min","Shaun","Hill","Ten",12.68,15.4
"Sione Houma","RB","Sione Houma (7147352)",7147352,3000,"Oak@NO 01:00PM ET","NO","Sione","Houma","Oak",0,0
"Soma Vainuku","RB","Soma Vainuku (7147390)",7147390,3000,"Chi@Hou 01:00PM ET","Hou","Soma","Vainuku","Chi",0,0
"Spencer Ware","RB","Spencer Ware (7147358)",7147358,4400,"SD@KC 01:00PM ET","KC","Spencer","Ware","SD",16.67,13.1
"Stefon Diggs","WR","Stefon Diggs (7147508)",7147508,4800,"Min@Ten 01:00PM ET","Min","Stefon","Diggs","Ten",13.3,11.6
"Stepfan Taylor","RB","Stepfan Taylor (7147462)",7147462,3000,"NE@Ari 08:30PM ET","Ari","Stepfan","Taylor","NE",0,0
"Stephen Anderson","TE","Stephen Anderson (7147873)",7147873,2500,"Chi@Hou 01:00PM ET","Hou","Stephen","Anderson","Chi",0,0
"Stephen Houston","RB","Stephen Houston (7147378)",7147378,3000,"Buf@Bal 01:00PM ET","Bal","Stephen","Houston","Buf",0,0
"Stephen Morris","QB","Stephen Morris (7147268)",7147268,5000,"Det@Ind 04:25PM ET","Ind","Stephen","Morris","Det",0,0
"Sterling Shepard","WR","Sterling Shepard (7147720)",7147720,4900,"NYG@Dal 04:25PM ET","NYG","Sterling","Shepard","Dal",12.47,12.8
"Steve Smith","WR","Steve Smith (7147609)",7147609,4900,"Buf@Bal 01:00PM ET","Bal","Steve","Smith","Buf",11.05,11.5
"Steven Scheu","TE","Steven Scheu (7147936)",7147936,2500,"NE@Ari 08:30PM ET","NE","Steven","Scheu","Ari",0,0
"Storm Johnson","RB","Storm Johnson (7147281)",7147281,3000,"TB@Atl 01:00PM ET","TB","Storm","Johnson","Atl",0,0
"T.J. Yeldon","RB","T.J. Yeldon (7147407)",7147407,4100,"GB@Jax 01:00PM ET","Jax","T.J.","Yeldon","GB",13.57,10.3
"T.Y. Hilton","WR","T.Y. Hilton (7147734)",7147734,7500,"Det@Ind 04:25PM ET","Ind","T.Y.","Hilton","Det",15.98,16.4
"Taiwan Jones","RB","Taiwan Jones (7147341)",7147341,3000,"Oak@NO 01:00PM ET","Oak","Taiwan","Jones","NO",0,2.2
"Tajae Sharpe","WR","Tajae Sharpe (7147509)",7147509,3000,"Min@Ten 01:00PM ET","Ten","Tajae","Sharpe","Min",11.83,11.3
"Tanner McEvoy","WR","Tanner McEvoy (7147697)",7147697,3000,"Mia@Sea 04:05PM ET","Sea","Tanner","McEvoy","Mia",0,0
"Tavarres King","WR","Tavarres King (7147708)",7147708,3000,"NYG@Dal 04:25PM ET","NYG","Tavarres","King","Dal",0,0
"Taylor Gabriel","WR","Taylor Gabriel (7147536)",7147536,3000,"Cle@Phi 01:00PM ET","Cle","Taylor","Gabriel","Phi",0,0
"Taylor Heinicke","QB","Taylor Heinicke (7147194)",7147194,5000,"Min@Ten 01:00PM ET","Min","Taylor","Heinicke","Ten",0,0
"Teddy Bridgewater","QB","Teddy Bridgewater (7147192)",7147192,6000,"Min@Ten 01:00PM ET","Min","Teddy","Bridgewater","Ten",0,0
"Terrance West","RB","Terrance West (7147374)",7147374,4100,"Buf@Bal 01:00PM ET","Bal","Terrance","West","Buf",6.36,8.3
"Terrance Williams","WR","Terrance Williams (7147710)",7147710,3300,"NYG@Dal 04:25PM ET","Dal","Terrance","Williams","NYG",9.18,8.9
"Terrell Sinkfield","WR","Terrell Sinkfield (7147499)",7147499,3000,"Min@Ten 01:00PM ET","Min","Terrell","Sinkfield","Ten",0,0
"Terrell Watson","RB","Terrell Watson (7147317)",7147317,3500,"Cle@Phi 01:00PM ET","Cle","Terrell","Watson","Phi",0,0
"Terrelle Pryor","WR","Terrelle Pryor (7147516)",7147516,3000,"Cle@Phi 01:00PM ET","Cle","Terrelle","Pryor","Phi",7.45,11.1
"Terron Ward","RB","Terron Ward (7147282)",7147282,3000,"TB@Atl 01:00PM ET","Atl","Terron","Ward","TB",0,1.2
"Tevaun Smith","WR","Tevaun Smith (7147746)",7147746,3000,"Det@Ind 04:25PM ET","Ind","Tevaun","Smith","Det",0,0
"Tevin Coleman","RB","Tevin Coleman (7147289)",7147289,4200,"TB@Atl 01:00PM ET","Atl","Tevin","Coleman","TB",6.8,6.4
"Tevin Jones","WR","Tevin Jones (7147649)",7147649,3000,"Chi@Hou 01:00PM ET","Hou","Tevin","Jones","Chi",0,0
"Tevin Westbrook","TE","Tevin Westbrook (7147784)",7147784,2500,"TB@Atl 01:00PM ET","TB","Tevin","Westbrook","Atl",0,0
"Theo Riddick","RB","Theo Riddick (7147446)",7147446,4000,"Det@Ind 04:25PM ET","Det","Theo","Riddick","Ind",11.1,11.4
"Thomas Duarte","TE","Thomas Duarte (7147900)",7147900,2500,"Mia@Sea 04:05PM ET","Mia","Thomas","Duarte","Sea",0,0
"Thomas Rawls","RB","Thomas Rawls (7147418)",7147418,6000,"Mia@Sea 04:05PM ET","Sea","Thomas","Rawls","Mia",7.43,5
"Tim Hightower","RB","Tim Hightower (7147338)",7147338,4300,"Oak@NO 01:00PM ET","NO","Tim","Hightower","Oak",4.92,3.9
"Tim Semisch","TE","Tim Semisch (7147851)",7147851,2500,"SD@KC 01:00PM ET","SD","Tim","Semisch","KC",0,0
"Tom Brady","QB","Tom Brady (7147270)",7147270,7400,"NE@Ari 08:30PM ET","NE","Tom","Brady","Ari",0,0
"Tom Savage","QB","Tom Savage (7147239)",7147239,5000,"Chi@Hou 01:00PM ET","Hou","Tom","Savage","Chi",0,0
"Tommy Bohanon","RB","Tommy Bohanon (7147326)",7147326,3000,"Cin@NYJ 01:00PM ET","NYJ","Tommy","Bohanon","Cin",0,0
"Tommylee Lewis","WR","Tommylee Lewis (7147575)",7147575,3000,"Oak@NO 01:00PM ET","NO","Tommylee","Lewis","Oak",0,0
"Tony Moeaki","TE","Tony Moeaki (7147865)",7147865,2500,"Chi@Hou 01:00PM ET","Chi","Tony","Moeaki","Hou",0,0
"Tony Romo","QB","Tony Romo (7147257)",7147257,6800,"NYG@Dal 04:25PM ET","Dal","Tony","Romo","NYG",0,0
"Tony Washington","WR","Tony Washington (7147662)",7147662,3000,"GB@Jax 01:00PM ET","Jax","Tony","Washington","GB",0,0
"Torrence Allen","WR","Torrence Allen (7147606)",7147606,3000,"SD@KC 01:00PM ET","SD","Torrence","Allen","KC",0,0
"Tra Carson","RB","Tra Carson (7147334)",7147334,3000,"Cin@NYJ 01:00PM ET","Cin","Tra","Carson","NYJ",0,0
"Travaris Cadet","RB","Travaris Cadet (7147342)",7147342,3000,"Oak@NO 01:00PM ET","NO","Travaris","Cadet","Oak",0,0
"Travis Benjamin","WR","Travis Benjamin (7147592)",7147592,4100,"SD@KC 01:00PM ET","SD","Travis","Benjamin","KC",10.28,10.5
"Travis Kelce","TE","Travis Kelce (7147843)",7147843,5000,"SD@KC 01:00PM ET","KC","Travis","Kelce","SD",13.35,15.7
"Tre Madden","RB","Tre Madden (7147417)",7147417,3000,"Mia@Sea 04:05PM ET","Sea","Tre","Madden","Mia",0,0
"Tre McBride","WR","Tre McBride (7147503)",7147503,3000,"Min@Ten 01:00PM ET","Ten","Tre","McBride","Min",0,0
"Trevone Boykin","QB","Trevone Boykin (7147256)",7147256,5000,"Mia@Sea 04:05PM ET","Sea","Trevone","Boykin","Mia",0,1.4
"Trevor Davis","WR","Trevor Davis (7147677)",7147677,3000,"GB@Jax 01:00PM ET","GB","Trevor","Davis","Jax",0,0
"Trey Burton","TE","Trey Burton (7147806)",7147806,2500,"Cle@Phi 01:00PM ET","Phi","Trey","Burton","Cle",0,2.1
"Trey Millard","RB","Trey Millard (7147359)",7147359,3000,"SD@KC 01:00PM ET","KC","Trey","Millard","SD",0,0
"Trey Williams","RB","Trey Williams (7147451)",7147451,3000,"Det@Ind 04:25PM ET","Ind","Trey","Williams","Det",0,0
"Troy Niklas","TE","Troy Niklas (7147938)",7147938,2500,"NE@Ari 08:30PM ET","Ari","Troy","Niklas","NE",0,0
"Troy Stoudermire","WR","Troy Stoudermire (7147497)",7147497,3000,"Min@Ten 01:00PM ET","Min","Troy","Stoudermire","Ten",0,0
"Ty Montgomery","WR","Ty Montgomery (7147670)",7147670,3600,"GB@Jax 01:00PM ET","GB","Ty","Montgomery","Jax",0,2.4
"Tyler Boyd","WR","Tyler Boyd (7147559)",7147559,3600,"Cin@NYJ 01:00PM ET","Cin","Tyler","Boyd","NYJ",8.39,8.6
"Tyler Bray","QB","Tyler Bray (7147225)",7147225,5000,"SD@KC 01:00PM ET","KC","Tyler","Bray","SD",0,0
"Tyler Eifert","TE","Tyler Eifert (7147820)",7147820,4700,"Cin@NYJ 01:00PM ET","Cin","Tyler","Eifert","NYJ",0,0
"Tyler Ervin","RB","Tyler Ervin (7147394)",7147394,3000,"Chi@Hou 01:00PM ET","Hou","Tyler","Ervin","Chi",0,3.4
"Tyler Gaffney","RB","Tyler Gaffney (7147461)",7147461,3000,"NE@Ari 08:30PM ET","NE","Tyler","Gaffney","Ari",0,0
"Tyler Kroft","TE","Tyler Kroft (7147822)",7147822,2700,"Cin@NYJ 01:00PM ET","Cin","Tyler","Kroft","NYJ",7.68,8.5
"Tyler Lockett","WR","Tyler Lockett (7147698)",7147698,5000,"Mia@Sea 04:05PM ET","Sea","Tyler","Lockett","Mia",12.75,13.5
"Tyreek Hill","WR","Tyreek Hill (7147607)",7147607,3000,"SD@KC 01:00PM ET","KC","Tyreek","Hill","SD",0,0
"Tyrell Williams","WR","Tyrell Williams (7147603)",7147603,3000,"SD@KC 01:00PM ET","SD","Tyrell","Williams","KC",6.53,3.9
"Tyrod Taylor","QB","Tyrod Taylor (7147232)",7147232,6900,"Buf@Bal 01:00PM ET","Buf","Tyrod","Taylor","Bal",18.86,19.2
"Victor Cruz","WR","Victor Cruz (7147705)",7147705,4000,"NYG@Dal 04:25PM ET","NYG","Victor","Cruz","Dal",7.73,6.5
"Vince Mayle","WR","Vince Mayle (7147725)",7147725,3000,"NYG@Dal 04:25PM ET","Dal","Vince","Mayle","NYG",0,0
"Vincent Jackson","WR","Vincent Jackson (7147469)",7147469,4400,"TB@Atl 01:00PM ET","TB","Vincent","Jackson","Atl",12.38,12.5
"Walt Powell","WR","Walt Powell (7147622)",7147622,3000,"Buf@Bal 01:00PM ET","Buf","Walt","Powell","Bal",0,0
"Wendall Williams","WR","Wendall Williams (7147657)",7147657,3000,"Chi@Hou 01:00PM ET","Hou","Wendall","Williams","Chi",0,0
"Wendell Smallwood","RB","Wendell Smallwood (7147320)",7147320,3000,"Cle@Phi 01:00PM ET","Phi","Wendell","Smallwood","Cle",0,1.6
"Wes Saxton","TE","Wes Saxton (7147825)",7147825,2500,"Cin@NYJ 01:00PM ET","NYJ","Wes","Saxton","Cin",0,0
"Will Fuller","WR","Will Fuller (7147655)",7147655,3700,"Chi@Hou 01:00PM ET","Hou","Will","Fuller","Chi",10.52,10.7
"Will Johnson","RB","Will Johnson (7147430)",7147430,3000,"NYG@Dal 04:25PM ET","NYG","Will","Johnson","Dal",0,0
"Will Ratelle","RB","Will Ratelle (7147286)",7147286,3000,"TB@Atl 01:00PM ET","Atl","Will","Ratelle","TB",0,0
"Will Tye","TE","Will Tye (7147906)",7147906,3300,"NYG@Dal 04:25PM ET","NYG","Will","Tye","Dal",7.54,6.1
"Willie Snead","WR","Willie Snead (7147570)",7147570,4800,"Oak@NO 01:00PM ET","NO","Willie","Snead","Oak",12.5,12.7
"Zac Brooks","RB","Zac Brooks (7147421)",7147421,3000,"Mia@Sea 04:05PM ET","Sea","Zac","Brooks","Mia",0,0
"Zac Dysert","QB","Zac Dysert (7147253)",7147253,5000,"Mia@Sea 04:05PM ET","Mia","Zac","Dysert","Sea",0,0
"Zach Ertz","TE","Zach Ertz (7147805)",7147805,4300,"Cle@Phi 01:00PM ET","Phi","Zach","Ertz","Cle",14.12,12.4
"Zach Line","RB","Zach Line (7147295)",7147295,3000,"Min@Ten 01:00PM ET","Min","Zach","Line","Ten",0,0
"Zach Miller","TE","Zach Miller (7147864)",7147864,3700,"Chi@Hou 01:00PM ET","Chi","Zach","Miller","Hou",10.2,9.3
"Zach Sudfeld","TE","Zach Sudfeld (7147817)",7147817,2500,"Cin@NYJ 01:00PM ET","NYJ","Zach","Sudfeld","Cin",0,0
"Zach Zenner","RB","Zach Zenner (7147448)",7147448,3000,"Det@Ind 04:25PM ET","Det","Zach","Zenner","Ind",4.12,5.6
