"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","Actual","Projection_reg","Projection_reg_split","RankTargets","RollingTargetPctg","FreqInd","ValueWR","Ownership.Pctg.Pred"
"TE","Dominique Jones (7852453)","Dominique Jones",7852453,2500,"Mia@Bal 01:00PM ET","Mia","Dominique","Jones","Bal",0,2.1,1.7,1.11060016729121,1.13041429603689,8,0.0331325301204819,0,0,-0.101743418180211
"TE","Thomas Duarte (7852454)","Thomas Duarte",7852454,2500,"Mia@Bal 01:00PM ET","Mia","Thomas","Duarte","Bal",0,0,0,0,0,0,0,0,0,NA
"TE","Logan Paulsen (7852455)","Logan Paulsen",7852455,2500,"SF@Chi 01:00PM ET","Chi","Logan","Paulsen","SF",3.02,1.1,0,1.89995556907317,1.96948004640153,11,0.0242718446601942,0,0,-0.0473327217074628
"TE","Kyle Nelson (7852456)","Kyle Nelson",7852456,2500,"SF@Chi 01:00PM ET","SF","Kyle","Nelson","Chi",0,0,0,0,0,0,0,0,0,NA
"TE","Patrick Scales (7852457)","Patrick Scales",7852457,2500,"SF@Chi 01:00PM ET","Chi","Patrick","Scales","SF",0,0,0,0,0,0,0,0,0,NA
"TE","Blake Bell (7852460)","Blake Bell",7852460,2500,"SF@Chi 01:00PM ET","SF","Blake","Bell","Chi",0,0,0,0,0,12,0.0167597765363128,0,0,NA
"TE","Je'Ron Hamm (7852461)","Je'Ron Hamm",7852461,2500,"SF@Chi 01:00PM ET","SF","Je'Ron","Hamm","Chi",0,0,0,0,0,0,0,0,0,NA
"TE","Daniel Brown (7852462)","Daniel Brown",7852462,2500,"SF@Chi 01:00PM ET","Chi","Daniel","Brown","SF",0,4.301,3.3,2.27408605683437,2.31465784426602,13,0.00970873786407767,0,0,-0.734238395681776
"TE","Ben Braunecker (7852463)","Ben Braunecker",7852463,2500,"SF@Chi 01:00PM ET","Chi","Ben","Braunecker","SF",5.29,2.6,0,3.68408334231108,3.81221792799079,14,0.00485436893203883,0,0,NA
"TE","Mychal Rivera (7852465)","Mychal Rivera",7852465,2500,"Buf@Oak 04:05PM ET","Oak","Mychal","Rivera","Buf",3.02,1.701,8.7,2.21726990258494,2.29245555955493,9,0.0225225225225225,0,0,0.265541521638209
"TE","Clive Walford (7852466)","Clive Walford",7852466,2500,"Buf@Oak 04:05PM ET","Oak","Clive","Walford","Buf",7.34,4.8,2.8,5.74238243709208,5.93142321734186,4,0.0878378378378378,1,0,1.27301903484302
"TE","Nick O'Leary (7852467)","Nick O'Leary",7852467,2500,"Buf@Oak 04:05PM ET","Buf","Nick","O'Leary","Oak",6.18,1.5,1.8,3.49082027688665,3.62600637319259,10,0.0280373831775701,0,0,NA
"TE","David Johnson (7852468)","David Johnson",7852468,2500,"NYG@Pit 04:25PM ET","Pit","David","Johnson","NYG",0,0,0,0,0,12,0.0183908045977011,0,0,20.6733993169914
"TE","Larry Donnell (7852469)","Larry Donnell",7852469,2500,"NYG@Pit 04:25PM ET","NYG","Larry","Donnell","Pit",0,0,0,0,0,7,0.0495283018867925,0,0,-0.452692684665638
"TE","Xavier Grimble (7852472)","Xavier Grimble",7852472,2500,"NYG@Pit 04:25PM ET","Pit","Xavier","Grimble","NYG",0,0,0,0,0,7,0.0436781609195402,0,0,NA
"TE","Jerell Adams (7852474)","Jerell Adams",7852474,2500,"NYG@Pit 04:25PM ET","NYG","Jerell","Adams","Pit",0,2.302,2,1.21637161179513,1.23807280042136,11,0.0259433962264151,0,0,-0.0565473942087198
"TE","Darren Fells (7852476)","Darren Fells",7852476,2500,"Was@Ari 04:25PM ET","Ari","Darren","Fells","Was",1.82,1.6,1.9,1.64059108458401,1.69133162963277,8,0.0319829424307036,0,0,-0.0926311845657548
"TE","Jermaine Gresham (7852477)","Jermaine Gresham",7852477,2500,"Was@Ari 04:25PM ET","Ari","Jermaine","Gresham","Was",3.89,8,10.2,5.92882039887656,6.0804870890198,6,0.0767590618336887,1,0,4.01662479329955
"TE","Derek Carrier (7852479)","Derek Carrier",7852479,2500,"Was@Ari 04:25PM ET","Was","Derek","Carrier","Ari",0,0,1.6,0,0,14,0.00221238938053097,0,0,-0.252503879130227
"TE","Hakeem Valles (7852480)","Hakeem Valles",7852480,2500,"Was@Ari 04:25PM ET","Ari","Hakeem","Valles","Was",0,0,0,0,0,12,0.00426439232409382,0,0,NA
"TE","Brandon Myers (7852482)","Brandon Myers",7852482,2500,"TB@SD 04:25PM ET","TB","Brandon","Myers","SD",0,0,0,0,0,10,0.0188679245283019,0,0,NA
"TE","Andrew DePaola (7852483)","Andrew DePaola",7852483,2500,"TB@SD 04:25PM ET","TB","Andrew","DePaola","SD",0,0,0,0,0,0,0,0,0,NA
"TE","Luke Stocker (7852484)","Luke Stocker",7852484,2500,"TB@SD 04:25PM ET","TB","Luke","Stocker","SD",1.52,0,0,0.663471254615367,0.693239925124566,12,0.0117924528301887,0,0,NA
"TE","Sean McGrath (7852485)","Sean McGrath",7852485,2500,"TB@SD 04:25PM ET","SD","Sean","McGrath","TB",0,0,0,0,0,13,0.00493827160493827,0,0,NA
"TE","Asante Cleveland (7852487)","Asante Cleveland",7852487,2500,"TB@SD 04:25PM ET","SD","Asante","Cleveland","TB",0,0,0,0,0,0,0,0,0,NA
"TE","Alan Cross (7852488)","Alan Cross",7852488,2500,"TB@SD 04:25PM ET","TB","Alan","Cross","SD",0,0,1.8,0,0,0,0,0,0,NA
"TE","Ed Dickson (7852492)","Ed Dickson",7852492,2500,"Car@Sea 08:30PM ET","Car","Ed","Dickson","Sea",3.09,1.402,0,2.08916733308108,2.16289332584581,7,0.0375,0,0,-0.495215846685556
"TE","Luke Willson (7852493)","Luke Willson",7852493,2500,"Car@Sea 08:30PM ET","Sea","Luke","Willson","Car",2.19,0,0,0.955922399741878,0.998812786857106,7,0.0371428571428571,0,0,NA
"TE","Brandon Williams (7852494)","Brandon Williams",7852494,2500,"Car@Sea 08:30PM ET","Sea","Brandon","Williams","Car",0,1,0,0.528857222519622,0.538292521922329,11,0.00571428571428571,0,0,NA
"TE","Chris Manhertz (7852495)","Chris Manhertz",7852495,2500,"Car@Sea 08:30PM ET","Car","Chris","Manhertz","Sea",0,0,0,0,0,0,0,0,0,NA
"TE","Nick Vannett (7852496)","Nick Vannett",7852496,2500,"Car@Sea 08:30PM ET","Sea","Nick","Vannett","Car",0,1,4.5,0.528857222519622,0.538292521922329,11,0.00571428571428571,0,0,NA
